productId,primaryCategory,classificationCategory
R60000760,contemporary-living,contemporary-living
R60000762,contemporary-living,contemporary-living
R60000763,contemporary-living,contemporary-living
R60000764,contemporary-living,contemporary-living
R60000765,contemporary-living,contemporary-living
R60000767,contemporary-living,contemporary-living
R60000768,contemporary-living,contemporary-living
R60000769,contemporary-living,contemporary-living
R60000771,contemporary-living,contemporary-living
R60000772,contemporary-living,contemporary-living
R60000775,vintage-casual,kids-rugs
R60000776,vintage-casual,doormats
R60000777,vintage-casual,doormats
R60000779,vintage-casual,doormats
R60000780,vintage-casual,doormats
R60000781,vintage-casual,doormats
R60000782,vintage-casual,doormats
R60000783,vintage-casual,doormats
R60000784,vintage-casual,doormats
R60000785,vintage-casual,doormats
R60000786,vintage-casual,doormats
R60000787,vintage-casual,doormats
R60000789,vintage-casual,doormats
R60000790,vintage-casual,doormats
R60000791,vintage-casual,doormats
R60000792,vintage-casual,doormats
R60000793,vintage-casual,doormats
R60000794,vintage-casual,doormats
R60000795,vintage-casual,doormats
R60000796,vintage-casual,doormats
R60000797,vintage-casual,doormats
R60000798,vintage-casual,doormats
R60000799,vintage-casual,doormats
R60000800,,
R60000801,vintage-casual,doormats
R60000802,vintage-casual,doormats
R60000803,vintage-casual,doormats
R60000804,vintage-casual,doormats
R60000805,vintage-casual,doormats
R60000806,vintage-casual,doormats
R60000807,vintage-casual,doormats
R60000809,vintage-casual,doormats
R60000810,vintage-casual,doormats
R60000811,vintage-casual,doormats
R60000813,vintage-casual,doormats
R60000816,vintage-casual,doormats
R60000818,vintage-casual,doormats
R60000821,vintage-casual,doormats
R60000822,vintage-casual,doormats
R60000823,vintage-casual,doormats
R60000824,vintage-casual,doormats
R60000825,vintage-casual,doormats
R60000826,vintage-casual,doormats
R60000828,vintage-casual,doormats
R60000831,vintage-casual,doormats
R60000833,vintage-casual,doormats
R60000834,accent-rugs,accent-rugs
R60000835,vintage-casual,doormats
R60000836,accent-rugs,accent-rugs
R60000837,accent-rugs,accent-rugs
R60000838,accent-rugs,accent-rugs
R60000839,accent-rugs,accent-rugs
R60000840,accent-rugs,accent-rugs
R60000841,accent-rugs,accent-rugs
R60000844,accent-rugs,accent-rugs
R60000845,accent-rugs,accent-rugs
R60000847,accent-rugs,accent-rugs
R60000848,accent-rugs,accent-rugs
R60000850,accent-rugs,accent-rugs
R60000851,accent-rugs,
R60000854,accent-rugs,
R60000856,accent-rugs,
R60000857,accent-rugs,
R60000858,accent-rugs,
R60000859,accent-rugs,accent-rugs
R60000860,accent-rugs,accent-rugs
R60000861,accent-rugs,accent-rugs
R60000862,accent-rugs,accent-rugs
R60000863,accent-rugs,accent-rugs
R60000864,accent-rugs,accent-rugs
R60000865,accent-rugs,accent-rugs
R60000868,accent-rugs,accent-rugs
R60000869,area-rugs,area-rugs
R60000870,area-rugs,area-rugs
R60000871,area-rugs,area-rugs
R60000872,area-rugs,area-rugs
R60000873,area-rugs,area-rugs
R60000874,area-rugs,area-rugs
R60000875,accent-rugs,
R60000876,accent-rugs,
R60000877,accent-rugs,
R60000878,vintage-casual,
R60000879,vintage-casual,
R60000880,vintage-casual,
R60000881,vintage-casual,
R60000884,vintage-casual,
R60000885,vintage-casual,
R60000886,vintage-casual,
R60000887,vintage-casual,
R60000889,vintage-casual,
R60000890,vintage-casual,
R60000892,vintage-casual,
R60000893,vintage-casual,
R60000894,vintage-casual,
R60000895,vintage-casual,
R60000896,vintage-casual,
R60000897,vintage-casual,
R60000898,vintage-casual,
R60000899,vintage-casual,
R60000900,vintage-casual,
R60000901,vintage-casual,
R60000902,vintage-casual,
R60000903,vintage-casual,area-rugs
R60000904,vintage-casual,area-rugs
R60000905,vintage-casual,area-rugs
R60000906,vintage-casual,area-rugs
R60000907,vintage-casual,area-rugs
R60000908,vintage-casual,area-rugs
R60000909,vintage-casual,area-rugs
R60000911,vintage-casual,area-rugs
R60000912,vintage-casual,area-rugs
R60000913,vintage-casual,area-rugs
R60000915,vintage-casual,area-rugs
R60000916,area-rugs,area-rugs
R60000918,area-rugs,area-rugs
R60000919,area-rugs,area-rugs
R60000920,area-rugs,area-rugs
R60000921,area-rugs,area-rugs
R60000922,vintage-casual,area-rugs
R60000925,vintage-casual,
R60000928,vintage-casual,
R60000935,vintage-casual,
R60000937,vintage-casual,
R60000940,vintage-casual,
R60000941,vintage-casual,
R60000944,vintage-casual,
R60000945,vintage-casual,
R60000946,vintage-casual,
R60000947,vintage-casual,
R60000948,vintage-casual,area-rugs
R60000949,vintage-casual,area-rugs
R60000951,vintage-casual,
R60000954,vintage-casual,area-rugs
R60000955,vintage-casual,area-rugs
R60000957,vintage-casual,area-rugs
R60000965,area-rugs,area-rugs
R60000967,contemporary-living,area-rugs
R60000968,contemporary-living,
R60000969,contemporary-living,
R60000969-Master,best-sellers-rugs,best-sellers-rugs
R60000970,contemporary-living,
R60000972,contemporary-living,
R60000973,contemporary-living,
R60000973-Master,,
R60000974,,
R60000975,contemporary-living,area-rugs
R60000976,contemporary-living,area-rugs
R60000978,contemporary-living,
R60000978-Master,,
R60000979,contemporary-living,
R60000980,contemporary-living,
R60000981,contemporary-living,
R60000984,contemporary-living,area-rugs
R60000985,contemporary-living,area-rugs
R60000987,contemporary-living,
R60000987-Master,,
R60000988,contemporary-living,
R60000989,contemporary-living,
R60000990,contemporary-living,
R60000991,contemporary-living,
R60000992,contemporary-living,
R60000992-Master,,
R60000993,contemporary-living,
R60000994,contemporary-living,
R60000995,contemporary-living,
R60000996,contemporary-living,
R60000996-Master,area-rugs,area-rugs
R60000997,contemporary-living,
R60000998,contemporary-living,
R60000998-Master,,
R60000999,contemporary-living,
R60001000,contemporary-living,
R60001000-Master,,
R60001001,contemporary-living,
R60001001-Master,,
R60001002,contemporary-living,
R60001003,contemporary-living,
R60001003-Master,best-sellers-rugs,best-sellers-rugs
R60001004,contemporary-living,
R60001005,contemporary-living,
R60001006,contemporary-living,
R60001006-Master,,
R60001007,contemporary-living,
R60001007-Master,,
R60001008,contemporary-living,
R60001009,contemporary-living,
R60001010,contemporary-living,
R60001010-Master,,
R60001011,contemporary-living,
R60001012,,
R60001013,contemporary-living,area-rugs
R60001014,contemporary-living,area-rugs
R60001015,contemporary-living,area-rugs
R60001016,vintage-casual,doormats
R60001017,vintage-casual,doormats
R60001018,vintage-casual,doormats
R60001019,vintage-casual,doormats
R60001020,vintage-casual,doormats
R60001021,vintage-casual,doormats
R60001022,vintage-casual,doormats
R60001023,vintage-casual,doormats
R60001024,vintage-casual,doormats
R60001025,accent-rugs,doormats
R60001026,accent-rugs,doormats
R60001027,accent-rugs,doormats
R60001028,accent-rugs,doormats
R60001029,accent-rugs,doormats
R60001030,accent-rugs,doormats
R60001031,accent-rugs,doormats
R60001032,accent-rugs,doormats
R60001033,accent-rugs,doormats
R60001034,accent-rugs,doormats
R60001035,accent-rugs,doormats
R60001036,accent-rugs,doormats
R60001037,accent-rugs,accent-rugs
R60001038,accent-rugs,accent-rugs
R60001039,accent-rugs,accent-rugs
R60001040,accent-rugs,doormats
R60001041,accent-rugs,doormats
R60001042,accent-rugs,accent-rugs
R60001043,accent-rugs,accent-rugs
R60001044,accent-rugs,doormats
R60001045,accent-rugs,doormats
R60001046,accent-rugs,doormats
R60001047,accent-rugs,doormats
R60001048,accent-rugs,accent-rugs
R60001049,accent-rugs,doormats
R60001050,accent-rugs,doormats
R60001051,accent-rugs,doormats
R60001052,accent-rugs,accent-rugs
R60001053,accent-rugs,doormats
R60001054,accent-rugs,accent-rugs
R60001055,accent-rugs,doormats
R60001056,accent-rugs,doormats
R60001057,accent-rugs,doormats
R60001058,accent-rugs,doormats
R60001059,accent-rugs,accent-rugs
R60001060,accent-rugs,doormats
R60001061,accent-rugs,accent-rugs
R60001062,accent-rugs,doormats
R60001063,accent-rugs,accent-rugs
R60001064,accent-rugs,doormats
R60001065,accent-rugs,accent-rugs
R60001066,accent-rugs,accent-rugs
R60001067,accent-rugs,doormats
R60001068,accent-rugs,doormats
R60001069,accent-rugs,doormats
R60001070,accent-rugs,accent-rugs
R60001071,accent-rugs,accent-rugs
R60001072,accent-rugs,accent-rugs
R60001073,vintage-casual,doormats
R60001074,vintage-casual,doormats
R60001075,vintage-casual,doormats
R60001076,vintage-casual,doormats
R60001077,vintage-casual,doormats
R60001078,vintage-casual,doormats
R60001079,vintage-casual,doormats
R60001080,vintage-casual,doormats
R60001081,vintage-casual,doormats
R60001082,vintage-casual,doormats
R60001083,vintage-casual,doormats
R60001084,vintage-casual,doormats
R60001085,vintage-casual,doormats
R60001086,vintage-casual,doormats
R60001087,vintage-casual,doormats
R60001088,vintage-casual,doormats
R60001089,vintage-casual,doormats
R60001090,vintage-casual,doormats
R60001091,vintage-casual,doormats
R60001092,vintage-casual,doormats
R60001093,vintage-casual,doormats
R60001094,vintage-casual,doormats
R60001095,vintage-casual,doormats
R60001096,vintage-casual,doormats
R60001097,vintage-casual,doormats
R60001098,vintage-casual,doormats
R60001099,vintage-casual,doormats
R60001100,vintage-casual,doormats
R60001101,vintage-casual,doormats
R60001102,vintage-casual,doormats
R60001103,vintage-casual,doormats
R60001104,vintage-casual,doormats
R60001105,vintage-casual,doormats
R60001106,vintage-casual,doormats
R60001107,vintage-casual,doormats
R60001108,vintage-casual,doormats
R60001109,vintage-casual,doormats
R60001110,vintage-casual,doormats
R60001111,vintage-casual,doormats
R60001112,vintage-casual,doormats
R60001113,vintage-casual,doormats
R60001114,vintage-casual,doormats
R60001115,accent-rugs,accent-rugs
R60001116,accent-rugs,accent-rugs
R60001117,accent-rugs,accent-rugs
R60001118,accent-rugs,accent-rugs
R60001119,accent-rugs,accent-rugs
R60001120,accent-rugs,accent-rugs
R60001121,vintage-casual,area-rugs
R60001122,,
R60001123,vintage-casual,vintage-casual
R60001124,accent-rugs,
R60001125,vintage-casual,area-rugs
R60001126,vintage-casual,area-rugs
R60001127,vintage-casual,area-rugs
R60001128,vintage-casual,area-rugs
R60001129,vintage-casual,area-rugs
R60001130,vintage-casual,area-rugs
R60001131,vintage-casual,area-rugs
R60001132,vintage-casual,area-rugs
R60001133,vintage-casual,area-rugs
R60001134,vintage-casual,area-rugs
R60001135,vintage-casual,area-rugs
R60001136,vintage-casual,area-rugs
R60001137,vintage-casual,area-rugs
R60001138,vintage-casual,area-rugs
R60001139,vintage-casual,area-rugs
R60001140,vintage-casual,area-rugs
R60001141,vintage-casual,area-rugs
R60001142,vintage-casual,area-rugs
R60001143,vintage-casual,area-rugs
R60001144,vintage-casual,area-rugs
R60001145,vintage-casual,area-rugs
R60001146,vintage-casual,area-rugs
R60001147,vintage-casual,area-rugs
R60001148,vintage-casual,area-rugs
R60001149,vintage-casual,area-rugs
R60001150,vintage-casual,area-rugs
R60001151,vintage-casual,area-rugs
R60001152,vintage-casual,area-rugs
R60001153,vintage-casual,area-rugs
R60001154,vintage-casual,area-rugs
R60001155,vintage-casual,area-rugs
R60001156,vintage-casual,area-rugs
R60001157,vintage-casual,area-rugs
R60001158,vintage-casual,area-rugs
R60001159,vintage-casual,area-rugs
R60001160,accent-rugs,
R60001161,vintage-casual,area-rugs
R60001162,vintage-casual,area-rugs
R60001163,vintage-casual,area-rugs
R60001164,vintage-casual,area-rugs
R60001165,vintage-casual,area-rugs
R60001166,vintage-casual,area-rugs
R60001167,vintage-casual,area-rugs
R60001168,vintage-casual,area-rugs
R60001169,vintage-casual,area-rugs
R60001170,vintage-casual,area-rugs
R60001171,vintage-casual,area-rugs
R60001172,vintage-casual,area-rugs
R60001173,vintage-casual,area-rugs
R60001174,vintage-casual,area-rugs
R60001175,vintage-casual,area-rugs
R60001176,vintage-casual,area-rugs
R60001177,vintage-casual,area-rugs
R60001178,vintage-casual,area-rugs
R60001179,vintage-casual,area-rugs
R60001180,vintage-casual,area-rugs
R60001181,modern-home-decor,area-rugs
R60001182,modern-home-decor,area-rugs
R60001183,vintage-casual,area-rugs
R60001184,modern-home-decor,vintage-casual
R60001185,vintage-casual,area-rugs
R60001186,vintage-casual,area-rugs
R60001187,vintage-casual,
R60001188,vintage-casual,
R60001189,vintage-casual,
R60001190,vintage-casual,
R60001191,vintage-casual,
R60001192,vintage-casual,area-rugs
R60001193,vintage-casual,area-rugs
R60001194,vintage-casual,area-rugs
R60001195,vintage-casual,area-rugs
R60001196,vintage-casual,area-rugs
R60001197,vintage-casual,area-rugs
R60001198,vintage-casual,area-rugs
R60001199,vintage-casual,area-rugs
R60001200,vintage-casual,area-rugs
R60001201,vintage-casual,area-rugs
R60001202,vintage-casual,area-rugs
R60001203,vintage-casual,area-rugs
R60001204,vintage-casual,vintage-casual
R60001205,vintage-casual,area-rugs
R60001206,vintage-casual,area-rugs
R60001207,vintage-casual,area-rugs
R60001209,vintage-casual,vintage-casual
R60001210,vintage-casual,area-rugs
R60001211,vintage-casual,vintage-casual
R60001212,contemporary-living,contemporary-living
R60001213,vintage-casual,area-rugs
R60001214,vintage-casual,area-rugs
R60001215,vintage-casual,area-rugs
R60001216,vintage-casual,area-rugs
R60001217,vintage-casual,area-rugs
R60001218,vintage-casual,area-rugs
R60001219,vintage-casual,area-rugs
R60001220,vintage-casual,area-rugs
R60001221,vintage-casual,area-rugs
R60001222,vintage-casual,area-rugs
R60001223,vintage-casual,area-rugs
R60001224,vintage-casual,area-rugs
R60001225,vintage-casual,area-rugs
R60001226,vintage-casual,area-rugs
R60001227,vintage-casual,area-rugs
R60001228,vintage-casual,area-rugs
R60001229,vintage-casual,area-rugs
R60001230,vintage-casual,rug-pads-and-accessories
R60001231,vintage-casual,rug-pads-and-accessories
R60001232,vintage-casual,rug-pads-and-accessories
R60001233,vintage-casual,rug-pads-and-accessories
R60001235,vintage-casual,doormats
R60001236,vintage-casual,doormats
R60001237,vintage-casual,doormats
R60001238,vintage-casual,doormats
R60001240,vintage-casual,doormats
R60001241,vintage-casual,vintage-casual
R60001242,vintage-casual,vintage-casual
R60001243,vintage-casual,doormats
R60001244,vintage-casual,doormats
R60001246,vintage-casual,doormats
R60001247,vintage-casual,doormats
R60001248,vintage-casual,doormats
R60001250,vintage-casual,doormats
R60001251,vintage-casual,doormats
R60001252,vintage-casual,doormats
R60001253,vintage-casual,doormats
R60001254,vintage-casual,doormats
R60001255,vintage-casual,doormats
R60001256,vintage-casual,doormats
R60001257,vintage-casual,doormats
R60001258,vintage-casual,doormats
R60001259,vintage-casual,doormats
R60001260,vintage-casual,doormats
R60001261,vintage-casual,doormats
R60001262,vintage-casual,doormats
R60001263,vintage-casual,doormats
R60001264,vintage-casual,doormats
R60001265,vintage-casual,doormats
R60001266,vintage-casual,doormats
R60001267,vintage-casual,doormats
R60001268,vintage-casual,doormats
R60001269,vintage-casual,doormats
R60001270,vintage-casual,doormats
R60001271,vintage-casual,doormats
R60001272,accent-rugs,accent-rugs
R60001273,vintage-casual,doormats
R60001274,vintage-casual,doormats
R60001275,vintage-casual,doormats
R60001276,vintage-casual,doormats
R60001277,vintage-casual,doormats
R60001278,vintage-casual,doormats
R60001279,vintage-casual,doormats
R60001280,vintage-casual,doormats
R60001281,vintage-casual,doormats
R60001282,vintage-casual,doormats
R60001283,vintage-casual,doormats
R60001284,doormats,doormats
R60001285,doormats,doormats
R60001286,vintage-casual,doormats
R60001287,vintage-casual,doormats
R60001288,vintage-casual,doormats
R60001289,vintage-casual,doormats
R60001290,vintage-casual,doormats
R60001291,vintage-casual,doormats
R60001292,vintage-casual,doormats
R60001293,vintage-casual,doormats
R60001294,vintage-casual,doormats
R60001296,vintage-casual,doormats
R60001297,vintage-casual,doormats
R60001298,vintage-casual,doormats
T003-13,contemporary-living,occasional-tables
T004-13,contemporary-living,contemporary-living-room
T007-158,contemporary-living,contemporary-living
T007-319,contemporary-living,contemporary-living
T007-371,contemporary-living,traditional-living-room
T007-430,contemporary-living,traditional-living-room
T007-527,contemporary-living,traditional-living-room
T009-13,contemporary-living,coastal-living-room
T016-13,contemporary-living,urban-loft
T017-329,contemporary-living,contemporary-living
T017-477,contemporary-living,contemporary-living
T017-591,contemporary-living,contemporary-living
T037-13,contemporary-living,occasional-tables
T046-1,occasional-tables,farmhouse-living-room
T046-2,occasional-tables,rustic-living-room
T047-13,contemporary-living,glam-living-room
T048-13,contemporary-living,contemporary-living
T049-13,new-traditions,new-traditions
T050-240,modern-dining-room,dining-storage
T050-260,buffets-and-servers,dining-storage
T052-13,contemporary-living,game-ready-seating
T053-1,new-traditions,new-traditions
T053-3,new-traditions,new-traditions
T056-13,contemporary-living,traditional-living-room
T061-1,occasional-tables,farmhouse-living-room
T061-2,occasional-tables,hygge-living-room
T080-1,contemporary-living,glam-living-room
T080-3,contemporary-living,glam-living-room
T086-0,occasional-tables,floral
T086-4,occasional-tables,occasional-tables
T086-6,occasional-tables,floral
T088-1,occasional-tables,traditional-living-room
T088-3,occasional-tables,fall
T095-13,contemporary-living,contemporary-living
T096-1,new-traditions,new-traditions
T096-2,new-traditions,new-traditions
T096-4,new-traditions,new-traditions
T099-1,occasional-tables,glam-living-room
T099-3,occasional-tables,glam-living-room
T113-13,contemporary-living,contemporary-living
T116-13,contemporary-living,contemporary-living
T125-13,contemporary-living,game-ready-seating
T126-13,contemporary-living,contemporary-living
T127-551,contemporary-living,contemporary-living
T127-553,contemporary-living,contemporary-living
